Rasse;Land;GebJahrUnten;GebJahrOben;Code;Selektionspfad
HO;FRA;2001;2005;36;SB
HO;GBR;2004;2008;36;SC
HO;GBR;2001;2005;36;SB
HO;IRL;2004;2008;36;SC
HO;IRL;2001;2005;36;SB
HO;ITA;2004;2008;36;SC
HO;ITA;2001;2005;36;SB
HO;LUX;2004;2008;36;SC
HO;LUX;2001;2005;36;SB
HO;NLD;2004;2008;36;SC
HO;NLD;2001;2005;36;SB
HO;NZL;2004;2008;36;SC
HO;NZL;2001;2005;36;SB
HO;SWE;2004;2008;36;SC
HO;SWE;2001;2005;36;SB
HO;UKR;2004;2008;36;SC
HO;UKR;2001;2005;36;SB
HO;USA;2004;2008;36;SC
HO;USA;2001;2005;36;SB
HO;CHE;2004;2008;36;SC
HO;CHE;2001;2005;36;SB
HO;840;2007;2011;37;DC
HO;840;2004;2008;37;DB
HO;AUS;2007;2011;37;DC
HO;AUS;2004;2008;37;DB
HO;AUT;2007;2011;37;DC
HO;AUT;2004;2008;37;DB
HO;BEL;2007;2011;37;DC
HO;BEL;2004;2008;37;DB
HO;CAN;2007;2011;37;DC
HO;CAN;2004;2008;37;DB
HO;DEU;2007;2011;37;DC
HO;DEU;2004;2008;37;DB
HO;DNK;2007;2011;37;DC
HO;DNK;2004;2008;37;DB
HO;FRA;2007;2011;37;DC
HO;FRA;2004;2008;37;DB
HO;GBR;2007;2011;37;DC
HO;GBR;2004;2008;37;DB
HO;IRL;2007;2011;37;DC
HO;IRL;2004;2008;37;DB
HO;ITA;2007;2011;37;DC
HO;ITA;2004;2008;37;DB
HO;LUX;2007;2011;37;DC
HO;LUX;2004;2008;37;DB
HO;NLD;2007;2011;37;DC
HO;NLD;2004;2008;37;DB
HO;NZL;2007;2011;37;DC
HO;NZL;2004;2008;37;DB
HO;SWE;2007;2011;37;DC
HO;SWE;2004;2008;37;DB
HO;UKR;2007;2011;37;DC
HO;UKR;2004;2008;37;DB
HO;USA;2007;2011;37;DC
HO;USA;2004;2008;37;DB
HO;CHE;2007;2011;37;DC
HO;CHE;2004;2008;37;DB
HO;840;2009;2013;38;SC
HO;840;2006;2010;38;SB
HO;AUS;2009;2013;38;SC
HO;AUS;2006;2010;38;SB
HO;AUT;2009;2013;38;SC
HO;AUT;2006;2010;38;SB
HO;BEL;2009;2013;38;SC
HO;BEL;2006;2010;38;SB
HO;CAN;2009;2013;38;SC
HO;CAN;2006;2010;38;SB
HO;DEU;2009;2013;38;SC
HO;DEU;2006;2010;38;SB
HO;DNK;2009;2013;38;SC
HO;DNK;2006;2010;38;SB
HO;FRA;2009;2013;38;SC
HO;FRA;2006;2010;38;SB
HO;GBR;2009;2013;38;SC
HO;GBR;2006;2010;38;SB
HO;IRL;2009;2013;38;SC
HO;IRL;2006;2010;38;SB
HO;ITA;2009;2013;38;SC
HO;ITA;2006;2010;38;SB
HO;LUX;2009;2013;38;SC
HO;LUX;2006;2010;38;SB
HO;NLD;2009;2013;38;SC
HO;NLD;2006;2010;38;SB
HO;NZL;2009;2013;38;SC
HO;NZL;2006;2010;38;SB
HO;SWE;2009;2013;38;SC
HO;SWE;2006;2010;38;SB
HO;UKR;2009;2013;38;SC
HO;UKR;2006;2010;38;SB
HO;USA;2009;2013;38;SC
HO;USA;2006;2010;38;SB
HO;CHE;2009;2013;38;SC
HO;CHE;2006;2010;38;SB
HO;840;2012;2016;39;DC
HO;840;2009;2013;39;DB
HO;AUS;2012;2016;39;DC
HO;AUS;2009;2013;39;DB
HO;AUT;2012;2016;39;DC
HO;AUT;2009;2013;39;DB
HO;BEL;2012;2016;39;DC
HO;BEL;2009;2013;39;DB
HO;CAN;2012;2016;39;DC
HO;CAN;2009;2013;39;DB
HO;DEU;2012;2016;39;DC
HO;DEU;2009;2013;39;DB
HO;DNK;2012;2016;39;DC
HO;DNK;2009;2013;39;DB
HO;FRA;2012;2016;39;DC
HO;FRA;2009;2013;39;DB
HO;GBR;2012;2016;39;DC
HO;GBR;2009;2013;39;DB
HO;IRL;2012;2016;39;DC
HO;IRL;2009;2013;39;DB
HO;ITA;2012;2016;39;DC
HO;ITA;2009;2013;39;DB
HO;LUX;2012;2016;39;DC
HO;LUX;2009;2013;39;DB
HO;NLD;2012;2016;39;DC
HO;NLD;2009;2013;39;DB
HO;NZL;2012;2016;39;DC
HO;NZL;2009;2013;39;DB
HO;SWE;2012;2016;39;DC
HO;SWE;2009;2013;39;DB
HO;UKR;2012;2016;39;DC
HO;UKR;2009;2013;39;DB
HO;USA;2012;2016;39;DC
HO;USA;2009;2013;39;DB
HO;CHE;2012;2016;39;DC
HO;CHE;2009;2013;39;DB
HO;840;2014;2018;40;SC
HO;840;2011;2015;40;SB
HO;AUS;2014;2018;40;SC
HO;AUS;2011;2015;40;SB
HO;AUT;2014;2018;40;SC
HO;AUT;2011;2015;40;SB
HO;BEL;2014;2018;40;SC
HO;BEL;2011;2015;40;SB
HO;CAN;2014;2018;40;SC
HO;CAN;2011;2015;40;SB
HO;DEU;2014;2018;40;SC
HO;DEU;2011;2015;40;SB
HO;DNK;2014;2018;40;SC
HO;DNK;2011;2015;40;SB
HO;FRA;2014;2018;40;SC
HO;FRA;2011;2015;40;SB
HO;GBR;2014;2018;40;SC
HO;GBR;2011;2015;40;SB
HO;IRL;2014;2018;40;SC
HO;IRL;2011;2015;40;SB
HO;ITA;2014;2018;40;SC
HO;ITA;2011;2015;40;SB
HO;LUX;2014;2018;40;SC
HO;LUX;2011;2015;40;SB
HO;NLD;2014;2018;40;SC
HO;NLD;2011;2015;40;SB
HO;NZL;2014;2018;40;SC
HO;NZL;2011;2015;40;SB
HO;SWE;2014;2018;40;SC
HO;SWE;2011;2015;40;SB
HO;UKR;2014;2018;40;SC
HO;UKR;2011;2015;40;SB
HO;USA;2014;2018;40;SC
HO;USA;2011;2015;40;SB
HO;CHE;2014;2018;40;SC
HO;CHE;2011;2015;40;SB
HO;840;2017;2100;41;DC
HO;840;2014;2100;41;DB
HO;AUS;2017;2100;41;DC
HO;AUS;2014;2100;41;DB
HO;AUT;2017;2100;41;DC
HO;AUT;2014;2100;41;DB
HO;BEL;2017;2100;41;DC
HO;BEL;2014;2100;41;DB
HO;CAN;2017;2100;41;DC
HO;CAN;2014;2100;41;DB
HO;DEU;2017;2100;41;DC
HO;DEU;2014;2100;41;DB
HO;DNK;2017;2100;41;DC
HO;DNK;2014;2100;41;DB
HO;FRA;2017;2100;41;DC
HO;FRA;2014;2100;41;DB
HO;GBR;2017;2100;41;DC
HO;GBR;2014;2100;41;DB
HO;IRL;2017;2100;41;DC
HO;IRL;2014;2100;41;DB
HO;ITA;2017;2100;41;DC
HO;ITA;2014;2100;41;DB
HO;LUX;2017;2100;41;DC
HO;LUX;2014;2100;41;DB
HO;NLD;2017;2100;41;DC
HO;NLD;2014;2100;41;DB
HO;NZL;2017;2100;41;DC
HO;NZL;2014;2100;41;DB
HO;SWE;2017;2100;41;DC
HO;SWE;2014;2100;41;DB
HO;UKR;2017;2100;41;DC
HO;UKR;2014;2100;41;DB
HO;USA;2017;2100;41;DC
HO;USA;2014;2100;41;DB
HO;CHE;2017;2100;41;DC
HO;CHE;2014;2100;41;DB
HO;840;2019;2100;42;SC
HO;840;2016;2100;42;SB
HO;AUS;2019;2100;42;SC
HO;AUS;2016;2100;42;SB
HO;AUT;2019;2100;42;SC
HO;AUT;2016;2100;42;SB
HO;BEL;2019;2100;42;SC
HO;BEL;2016;2100;42;SB
HO;CAN;2019;2100;42;SC
HO;CAN;2016;2100;42;SB
HO;DEU;2019;2100;42;SC
HO;DEU;2016;2100;42;SB
HO;DNK;2019;2100;42;SC
HO;DNK;2016;2100;42;SB
HO;FRA;2019;2100;42;SC
HO;FRA;2016;2100;42;SB
HO;GBR;2019;2100;42;SC
HO;GBR;2016;2100;42;SB
HO;IRL;2019;2100;42;SC
HO;IRL;2016;2100;42;SB
HO;ITA;2019;2100;42;SC
HO;ITA;2016;2100;42;SB
HO;LUX;2019;2100;42;SC
HO;LUX;2016;2100;42;SB
HO;NLD;2019;2100;42;SC
HO;NLD;2016;2100;42;SB
HO;NZL;2019;2100;42;SC
HO;NZL;2016;2100;42;SB
HO;SWE;2019;2100;42;SC
HO;SWE;2016;2100;42;SB
HO;UKR;2019;2100;42;SC
HO;UKR;2016;2100;42;SB
HO;USA;2019;2100;42;SC
HO;USA;2016;2100;42;SB
HO;CHE;2019;2100;42;SC
HO;CHE;2016;2100;42;SB
IN;AUT;1900;1990;43;DC
IN;AUT;1900;1987;43;DB
IN;DEU;1900;1990;43;DC
IN;DEU;1900;1987;43;DB
IN;FRA;1900;1990;43;DC
IN;FRA;1900;1987;43;DB
IN;ITA;1900;1990;43;DC
IN;ITA;1900;1987;43;DB
IN;CHE;1900;1990;43;DC
IN;CHE;1900;1987;43;DB
IN;AUT;1900;1992;44;SC
IN;AUT;1900;1989;44;SB
IN;DEU;1900;1992;44;SC
IN;DEU;1900;1989;44;SB
IN;FRA;1900;1992;44;SC
IN;FRA;1900;1989;44;SB
IN;ITA;1900;1992;44;SC
IN;ITA;1900;1989;44;SB
IN;CHE;1900;1992;44;SC
IN;CHE;1900;1989;44;SB
IN;AUT;1991;1995;45;DC
IN;AUT;1988;1992;45;DB
IN;DEU;1991;1995;45;DC
IN;DEU;1988;1992;45;DB
IN;FRA;1991;1995;45;DC
IN;FRA;1988;1992;45;DB
IN;ITA;1991;1995;45;DC
IN;ITA;1988;1992;45;DB
IN;CHE;1991;1995;45;DC
IN;CHE;1988;1992;45;DB
IN;AUT;1993;1997;46;SC
IN;AUT;1990;1994;46;SB
IN;DEU;1993;1997;46;SC
IN;DEU;1990;1994;46;SB
IN;FRA;1993;1997;46;SC
IN;FRA;1990;1994;46;SB
IN;ITA;1993;1997;46;SC
IN;ITA;1990;1994;46;SB
IN;CHE;1993;1997;46;SC
IN;CHE;1990;1994;46;SB
IN;AUT;1996;2000;47;DC
IN;AUT;1993;1997;47;DB
IN;DEU;1996;2000;47;DC
IN;DEU;1993;1997;47;DB
IN;FRA;1996;2000;47;DC
IN;FRA;1993;1997;47;DB
IN;ITA;1996;2000;47;DC
IN;ITA;1993;1997;47;DB
IN;CHE;1996;2000;47;DC
IN;CHE;1993;1997;47;DB
IN;AUT;1998;2002;48;SC
IN;AUT;1995;1999;48;SB
IN;DEU;1998;2002;48;SC
IN;DEU;1995;1999;48;SB
IN;FRA;1998;2002;48;SC
IN;FRA;1995;1999;48;SB
IN;ITA;1998;2002;48;SC
IN;ITA;1995;1999;48;SB
IN;CHE;1998;2002;48;SC
IN;CHE;1995;1999;48;SB
IN;AUT;2001;2005;49;DC
IN;AUT;1998;2002;49;DB
IN;DEU;2001;2005;49;DC
IN;DEU;1998;2002;49;DB
IN;FRA;2001;2005;49;DC
IN;FRA;1998;2002;49;DB
IN;ITA;2001;2005;49;DC
IN;ITA;1998;2002;49;DB
IN;CHE;2001;2005;49;DC
IN;CHE;1998;2002;49;DB
IN;AUT;2003;2007;50;SC
IN;AUT;2000;2004;50;SB
IN;DEU;2003;2007;50;SC
IN;DEU;2000;2004;50;SB
IN;FRA;2003;2007;50;SC
IN;FRA;2000;2004;50;SB
IN;ITA;2003;2007;50;SC
IN;ITA;2000;2004;50;SB
IN;CHE;2003;2007;50;SC
IN;CHE;2000;2004;50;SB
IN;AUT;2006;2010;51;DC
IN;AUT;2003;2007;51;DB
IN;DEU;2006;2010;51;DC
IN;DEU;2003;2007;51;DB
IN;FRA;2006;2010;51;DC
IN;FRA;2003;2007;51;DB
IN;ITA;2006;2010;51;DC
IN;ITA;2003;2007;51;DB
IN;CHE;2006;2010;51;DC
IN;CHE;2003;2007;51;DB
IN;AUT;2008;2012;52;SC
IN;AUT;2005;2009;52;SB
IN;DEU;2008;2012;52;SC
IN;DEU;2005;2009;52;SB
IN;FRA;2008;2012;52;SC
IN;FRA;2005;2009;52;SB
IN;ITA;2008;2012;52;SC
IN;ITA;2005;2009;52;SB
IN;CHE;2008;2012;52;SC
IN;CHE;2005;2009;52;SB
IN;AUT;2011;2015;53;DC
IN;AUT;2008;2012;53;DB
IN;DEU;2011;2015;53;DC
IN;DEU;2008;2012;53;DB
IN;FRA;2011;2015;53;DC
IN;FRA;2008;2012;53;DB
IN;ITA;2011;2015;53;DC
IN;ITA;2008;2012;53;DB
IN;CHE;2011;2015;53;DC
IN;CHE;2008;2012;53;DB
IN;AUT;2013;2017;54;SC
IN;AUT;2010;2014;54;SB
IN;DEU;2013;2017;54;SC
IN;DEU;2010;2014;54;SB
IN;FRA;2013;2017;54;SC
IN;FRA;2010;2014;54;SB
IN;ITA;2013;2017;54;SC
IN;ITA;2010;2014;54;SB
IN;CHE;2013;2017;54;SC
IN;CHE;2010;2014;54;SB
IN;AUT;2016;2100;55;DC
IN;AUT;2013;2100;55;DB
IN;DEU;2016;2100;55;DC
IN;DEU;2013;2100;55;DB
IN;FRA;2016;2100;55;DC
IN;FRA;2013;2100;55;DB
IN;ITA;2016;2100;55;DC
IN;ITA;2013;2100;55;DB
IN;CHE;2016;2100;55;DC
IN;CHE;2013;2100;55;DB
IN;AUT;2018;2100;56;SC
IN;AUT;2015;2100;56;SB
IN;DEU;2018;2100;56;SC
IN;DEU;2015;2100;56;SB
IN;FRA;2018;2100;56;SC
IN;FRA;2015;2100;56;SB
IN;ITA;2018;2100;56;SC
IN;ITA;2015;2100;56;SB
IN;CHE;2018;2100;56;SC
IN;CHE;2015;2100;56;SB
JE;840;1900;2100;57;DC
JE;840;1900;2100;57;DB
JE;AUS;1900;2100;57;DC
JE;AUS;1900;2100;57;DB
JE;CAN;1900;2100;57;DC
JE;CAN;1900;2100;57;DB
JE;DEU;1900;2100;57;DC
JE;DEU;1900;2100;57;DB
JE;DNK;1900;2100;57;DC
JE;DNK;1900;2100;57;DB
JE;FRA;1900;2100;57;DC
JE;FRA;1900;2100;57;DB
JE;INC;1900;2100;57;DC
JE;INC;1900;2100;57;DB
JE;IRL;1900;2100;57;DC
JE;IRL;1900;2100;57;DB
JE;ITA;1900;2100;57;DC
JE;ITA;1900;2100;57;DB
JE;NZL;1900;2100;57;DC
JE;NZL;1900;2100;57;DB
JE;UKR;1900;2100;57;DC
JE;UKR;1900;2100;57;DB
JE;USA;1900;2100;57;DC
JE;USA;1900;2100;57;DB
JE;CHE;1900;2100;57;DC
JE;CHE;1900;2100;57;DB
JE;840;1900;2100;58;SC
JE;840;1900;2100;58;SB
JE;AUS;1900;2100;58;SC
JE;AUS;1900;2100;58;SB
JE;CAN;1900;2100;58;SC
JE;CAN;1900;2100;58;SB
JE;DEU;1900;2100;58;SC
JE;DEU;1900;2100;58;SB
JE;DNK;1900;2100;58;SC
JE;DNK;1900;2100;58;SB
JE;FRA;1900;2100;58;SC
JE;FRA;1900;2100;58;SB
JE;INC;1900;2100;58;SC
JE;INC;1900;2100;58;SB
JE;IRL;1900;2100;58;SC
JE;IRL;1900;2100;58;SB
JE;ITA;1900;2100;58;SC
JE;ITA;1900;2100;58;SB
JE;NZL;1900;2100;58;SC
JE;NZL;1900;2100;58;SB
JE;UKR;1900;2100;58;SC
JE;UKR;1900;2100;58;SB
JE;USA;1900;2100;58;SC
JE;USA;1900;2100;58;SB
JE;CHE;1900;2100;58;SC
JE;CHE;1900;2100;58;SB
KR;AUT;1900;2001;59;DC
KR;AUT;1900;1998;59;DB
KR;BEL;1900;2001;59;DC
KR;BEL;1900;1998;59;DB
KR;DEU;1900;2001;59;DC
KR;DEU;1900;1998;59;DB
KR;DNK;1900;2001;59;DC
KR;DNK;1900;1998;59;DB
KR;FRA;1900;2001;59;DC
KR;FRA;1900;1998;59;DB
KR;ITA;1900;2001;59;DC
KR;ITA;1900;1998;59;DB
KR;NLD;1900;2001;59;DC
KR;NLD;1900;1998;59;DB
KR;NOR;1900;2001;59;DC
KR;NOR;1900;1998;59;DB
KR;SWE;1900;2001;59;DC
KR;SWE;1900;1998;59;DB
KR;USA;1900;2001;59;DC
KR;USA;1900;1998;59;DB
KR;CHE;1900;2001;59;DC
KR;CHE;1900;1998;59;DB
KR;AUT;1900;2003;60;SC
KR;AUT;1900;2000;60;SB
KR;BEL;1900;2003;60;SC
KR;BEL;1900;2000;60;SB
KR;DEU;1900;2003;60;SC
KR;DEU;1900;2000;60;SB
KR;DNK;1900;2003;60;SC
KR;DNK;1900;2000;60;SB
KR;FRA;1900;2003;60;SC
KR;FRA;1900;2000;60;SB
KR;ITA;1900;2003;60;SC
KR;ITA;1900;2000;60;SB
KR;NLD;1900;2003;60;SC
KR;NLD;1900;2000;60;SB
KR;NOR;1900;2003;60;SC
KR;NOR;1900;2000;60;SB
KR;SWE;1900;2003;60;SC
KR;SWE;1900;2000;60;SB
KR;USA;1900;2003;60;SC
KR;USA;1900;2000;60;SB
KR;CHE;1900;2003;60;SC
KR;CHE;1900;2000;60;SB
KR;AUT;2002;2006;61;DC
KR;AUT;1999;2003;61;DB
KR;BEL;2002;2006;61;DC
KR;BEL;1999;2003;61;DB
KR;DEU;2002;2006;61;DC
KR;DEU;1999;2003;61;DB
KR;DNK;2002;2006;61;DC
KR;DNK;1999;2003;61;DB
KR;FRA;2002;2006;61;DC
KR;FRA;1999;2003;61;DB
KR;ITA;2002;2006;61;DC
KR;ITA;1999;2003;61;DB
KR;NLD;2002;2006;61;DC
KR;NLD;1999;2003;61;DB
KR;NOR;2002;2006;61;DC
KR;NOR;1999;2003;61;DB
KR;SWE;2002;2006;61;DC
KR;SWE;1999;2003;61;DB
KR;USA;2002;2006;61;DC
KR;USA;1999;2003;61;DB
KR;CHE;2002;2006;61;DC
KR;CHE;1999;2003;61;DB
KR;AUT;2004;2008;62;SC
KR;AUT;2001;2005;62;SB
KR;BEL;2004;2008;62;SC
KR;BEL;2001;2005;62;SB
KR;DEU;2004;2008;62;SC
KR;DEU;2001;2005;62;SB
KR;DNK;2004;2008;62;SC
KR;DNK;2001;2005;62;SB
KR;FRA;2004;2008;62;SC
KR;FRA;2001;2005;62;SB
KR;ITA;2004;2008;62;SC
KR;ITA;2001;2005;62;SB
KR;NLD;2004;2008;62;SC
KR;NLD;2001;2005;62;SB
KR;NOR;2004;2008;62;SC
KR;NOR;2001;2005;62;SB
KR;SWE;2004;2008;62;SC
KR;SWE;2001;2005;62;SB
KR;USA;2004;2008;62;SC
KR;USA;2001;2005;62;SB
KR;CHE;2004;2008;62;SC
KR;CHE;2001;2005;62;SB
KR;AUT;2007;2011;63;DC
KR;AUT;2004;2008;63;DB
KR;BEL;2007;2011;63;DC
KR;BEL;2004;2008;63;DB
KR;DEU;2007;2011;63;DC
KR;DEU;2004;2008;63;DB
KR;DNK;2007;2011;63;DC
KR;DNK;2004;2008;63;DB
KR;FRA;2007;2011;63;DC
KR;FRA;2004;2008;63;DB
KR;ITA;2007;2011;63;DC
KR;ITA;2004;2008;63;DB
KR;NLD;2007;2011;63;DC
KR;NLD;2004;2008;63;DB
KR;NOR;2007;2011;63;DC
KR;NOR;2004;2008;63;DB
KR;SWE;2007;2011;63;DC
KR;SWE;2004;2008;63;DB
KR;USA;2007;2011;63;DC
KR;USA;2004;2008;63;DB
KR;CHE;2007;2011;63;DC
KR;CHE;2004;2008;63;DB
KR;AUT;2009;2013;64;SC
KR;AUT;2006;2010;64;SB
KR;BEL;2009;2013;64;SC
KR;BEL;2006;2010;64;SB
KR;DEU;2009;2013;64;SC
KR;DEU;2006;2010;64;SB
KR;DNK;2009;2013;64;SC
KR;DNK;2006;2010;64;SB
KR;FRA;2009;2013;64;SC
KR;FRA;2006;2010;64;SB
KR;ITA;2009;2013;64;SC
KR;ITA;2006;2010;64;SB
KR;NLD;2009;2013;64;SC
KR;NLD;2006;2010;64;SB
KR;NOR;2009;2013;64;SC
KR;NOR;2006;2010;64;SB
KR;SWE;2009;2013;64;SC
KR;SWE;2006;2010;64;SB
KR;USA;2009;2013;64;SC
KR;USA;2006;2010;64;SB
KR;CHE;2009;2013;64;SC
KR;CHE;2006;2010;64;SB
KR;AUT;2012;2016;65;DC
KR;AUT;2009;2013;65;DB
KR;BEL;2012;2016;65;DC
KR;BEL;2009;2013;65;DB
KR;DEU;2012;2016;65;DC
KR;DEU;2009;2013;65;DB
KR;DNK;2012;2016;65;DC
KR;DNK;2009;2013;65;DB
KR;FRA;2012;2016;65;DC
KR;FRA;2009;2013;65;DB
KR;ITA;2012;2016;65;DC
KR;ITA;2009;2013;65;DB
KR;NLD;2012;2016;65;DC
KR;NLD;2009;2013;65;DB
KR;NOR;2012;2016;65;DC
KR;NOR;2009;2013;65;DB
KR;SWE;2012;2016;65;DC
KR;SWE;2009;2013;65;DB
KR;USA;2012;2016;65;DC
KR;USA;2009;2013;65;DB
KR;CHE;2012;2016;65;DC
KR;CHE;2009;2013;65;DB
KR;AUT;2014;2018;66;SC
KR;AUT;2011;2015;66;SB
KR;BEL;2014;2018;66;SC
KR;BEL;2011;2015;66;SB
KR;DEU;2014;2018;66;SC
KR;DEU;2011;2015;66;SB
KR;DNK;2014;2018;66;SC
KR;DNK;2011;2015;66;SB
KR;FRA;2014;2018;66;SC
KR;FRA;2011;2015;66;SB
KR;ITA;2014;2018;66;SC
KR;ITA;2011;2015;66;SB
KR;NLD;2014;2018;66;SC
KR;NLD;2011;2015;66;SB
KR;NOR;2014;2018;66;SC
KR;NOR;2011;2015;66;SB
KR;SWE;2014;2018;66;SC
KR;SWE;2011;2015;66;SB
KR;USA;2014;2018;66;SC
KR;USA;2011;2015;66;SB
KR;CHE;2014;2018;66;SC
KR;CHE;2011;2015;66;SB
KR;AUT;2017;2100;67;DC
KR;AUT;2014;2100;67;DB
KR;BEL;2017;2100;67;DC
KR;BEL;2014;2100;67;DB
KR;DEU;2017;2100;67;DC
KR;DEU;2014;2100;67;DB
KR;DNK;2017;2100;67;DC
KR;DNK;2014;2100;67;DB
KR;FRA;2017;2100;67;DC
KR;FRA;2014;2100;67;DB
KR;ITA;2017;2100;67;DC
KR;ITA;2014;2100;67;DB
KR;NLD;2017;2100;67;DC
KR;NLD;2014;2100;67;DB
KR;NOR;2017;2100;67;DC
KR;NOR;2014;2100;67;DB
KR;SWE;2017;2100;67;DC
KR;SWE;2014;2100;67;DB
KR;USA;2017;2100;67;DC
KR;USA;2014;2100;67;DB
KR;CHE;2017;2100;67;DC
KR;CHE;2014;2100;67;DB
KR;AUT;2019;2100;68;SC
KR;AUT;2016;2100;68;SB
KR;BEL;2019;2100;68;SC
KR;BEL;2016;2100;68;SB
KR;DEU;2019;2100;68;SC
KR;DEU;2016;2100;68;SB
KR;DNK;2019;2100;68;SC
KR;DNK;2016;2100;68;SB
KR;FRA;2019;2100;68;SC
KR;FRA;2016;2100;68;SB
KR;ITA;2019;2100;68;SC
KR;ITA;2016;2100;68;SB
KR;NLD;2019;2100;68;SC
KR;NLD;2016;2100;68;SB
KR;NOR;2019;2100;68;SC
KR;NOR;2016;2100;68;SB
KR;SWE;2019;2100;68;SC
KR;SWE;2016;2100;68;SB
KR;USA;2019;2100;68;SC
KR;USA;2016;2100;68;SB
KR;CHE;2019;2100;68;SC
KR;CHE;2016;2100;68;SB
LM;CHE;1900;2010;69;DC
LM;CHE;1900;2007;69;DB
LM;CHE;1900;2012;70;SC
LM;CHE;1900;2009;70;SB
LM;CHE;2011;2015;71;DC
LM;CHE;2008;2012;71;DB
LM;CHE;2013;2017;72;SC
LM;CHE;2010;2014;72;SB
LM;CHE;2016;2100;73;DC
LM;CHE;2013;2100;73;DB
LM;CHE;2018;2100;74;SC
LM;CHE;2015;2100;74;SB
LM;AUT;1900;2100;75;DC
LM;AUT;1900;2100;75;DB
LM;BEL;1900;2100;75;DC
LM;BEL;1900;2100;75;DB
LM;CAN;1900;2100;75;DC
LM;CAN;1900;2100;75;DB
LM;CZE;1900;2100;75;DC
LM;CZE;1900;2100;75;DB
LM;DEU;1900;2100;75;DC
LM;DEU;1900;2100;75;DB
LM;DNK;1900;2100;75;DC
LM;DNK;1900;2100;75;DB
LM;GBR;1900;2100;75;DC
LM;GBR;1900;2100;75;DB
LM;IRL;1900;2100;75;DC
LM;IRL;1900;2100;75;DB
LM;ITA;1900;2100;75;DC
LM;ITA;1900;2100;75;DB
LM;LIM;1900;2100;75;DC
LM;LIM;1900;2100;75;DB
LM;LUX;1900;2100;75;DC
LM;LUX;1900;2100;75;DB
LM;SWE;1900;2100;75;DC
LM;SWE;1900;2100;75;DB
LM;USA;1900;2100;75;DC
LM;USA;1900;2100;75;DB
LM;FRA;1900;2100;75;DC
LM;FRA;1900;2100;75;DB
LM;AUT;1900;2100;76;SC
LM;AUT;1900;2100;76;SB
LM;BEL;1900;2100;76;SC
LM;BEL;1900;2100;76;SB
LM;CAN;1900;2100;76;SC
LM;CAN;1900;2100;76;SB
LM;CZE;1900;2100;76;SC
LM;CZE;1900;2100;76;SB
LM;DEU;1900;2100;76;SC
LM;DEU;1900;2100;76;SB
LM;DNK;1900;2100;76;SC
LM;DNK;1900;2100;76;SB
LM;GBR;1900;2100;76;SC
LM;GBR;1900;2100;76;SB
LM;IRL;1900;2100;76;SC
LM;IRL;1900;2100;76;SB
LM;ITA;1900;2100;76;SC
LM;ITA;1900;2100;76;SB
LM;LIM;1900;2100;76;SC
LM;LIM;1900;2100;76;SB
