Rasse;Land;GebJahrUnten;GebJahrOben;Code;Selektionspfad
BB;IRL;1900;2100;153;DC
BB;IRL;1900;2100;153;DB
BB;NLD;1900;2100;153;DC
BB;NLD;1900;2100;153;DB
BB;CZE;1900;2100;153;DC
BB;CZE;1900;2100;153;DB
BB;BEL;1900;2100;153;DC
BB;BEL;1900;2100;153;DB
BB;HUN;1900;2100;153;DC
BB;HUN;1900;2100;153;DB
BD;CAN;1900;2100;153;DC
BD;CAN;1900;2100;153;DB
BD;CHE;1900;2100;153;DC
BD;CHE;1900;2100;153;DB
BD;GBR;1900;2100;153;DC
BD;GBR;1900;2100;153;DB
BD;FRA;1900;2100;153;DC
BD;FRA;1900;2100;153;DB
BD;DEU;1900;2100;153;DC
BD;DEU;1900;2100;153;DB
BD;AUT;1900;2100;153;DC
BD;AUT;1900;2100;153;DB
BD;DNK;1900;2100;153;DC
BD;DNK;1900;2100;153;DB
BD;NLD;1900;2100;153;DC
BD;NLD;1900;2100;153;DB
BD;CZE;1900;2100;153;DC
BD;CZE;1900;2100;153;DB
BF;CHE;1900;2100;153;DC
BF;CHE;1900;2100;153;DB
BF;FRA;1900;2100;153;DC
BF;FRA;1900;2100;153;DB
BF;DEU;1900;2100;153;DC
BF;DEU;1900;2100;153;DB
BF;ITA;1900;2100;153;DC
BF;ITA;1900;2100;153;DB
BS;USA;1900;2100;153;DC
BS;USA;1900;2100;153;DB
BS;CAN;1900;2100;153;DC
BS;CAN;1900;2100;153;DB
BS;CHE;1900;2100;153;DC
BS;CHE;1900;2100;153;DB
BS;FRA;1900;2100;153;DC
BS;FRA;1900;2100;153;DB
BS;DEU;1900;2100;153;DC
BS;DEU;1900;2100;153;DB
BS;AUT;1900;2100;153;DC
BS;AUT;1900;2100;153;DB
BS;ITA;1900;2100;153;DC
BS;ITA;1900;2100;153;DB
BZ;FRA;1900;2100;153;DC
BZ;FRA;1900;2100;153;DB
CH;USA;1900;2100;153;DC
CH;USA;1900;2100;153;DB
CH;CAN;1900;2100;153;DC
CH;CAN;1900;2100;153;DB
CH;CHE;1900;2100;153;DC
CH;CHE;1900;2100;153;DB
CH;GBR;1900;2100;153;DC
CH;GBR;1900;2100;153;DB
CH;FRA;1900;2100;153;DC
CH;FRA;1900;2100;153;DB
CH;DEU;1900;2100;153;DC
CH;DEU;1900;2100;153;DB
CH;AUT;1900;2100;153;DC
CH;AUT;1900;2100;153;DB
CH;DNK;1900;2100;153;DC
CH;DNK;1900;2100;153;DB
CH;ITA;1900;2100;153;DC
CH;ITA;1900;2100;153;DB
CH;SWE;1900;2100;153;DC
CH;SWE;1900;2100;153;DB
CH;CZE;1900;2100;153;DC
CH;CZE;1900;2100;153;DB
CH;LUX;1900;2100;153;DC
CH;LUX;1900;2100;153;DB
DA;AUT;1900;2100;153;DC
DA;AUT;1900;2100;153;DB
DA;DNK;1900;2100;153;DC
DA;DNK;1900;2100;153;DB
DR;CHE;1900;2100;153;DC
DR;CHE;1900;2100;153;DB
DR;GBR;1900;2100;153;DC
DR;GBR;1900;2100;153;DB
DR;DEU;1900;2100;153;DC
DR;DEU;1900;2100;153;DB
DR;DNK;1900;2100;153;DC
DR;DNK;1900;2100;153;DB
DR;IRL;1900;2100;153;DC
DR;IRL;1900;2100;153;DB
DR;NLD;1900;2100;153;DC
DR;NLD;1900;2100;153;DB
EV;CHE;1900;2100;153;DC
EV;CHE;1900;2100;153;DB
EV;DEU;1900;2100;153;DC
EV;DEU;1900;2100;153;DB
GA;CAN;1900;2100;153;DC
GA;CAN;1900;2100;153;DB
GA;CHE;1900;2100;153;DC
GA;CHE;1900;2100;153;DB
GA;GBR;1900;2100;153;DC
GA;GBR;1900;2100;153;DB
GA;FRA;1900;2100;153;DC
GA;FRA;1900;2100;153;DB
GA;DEU;1900;2100;153;DC
GA;DEU;1900;2100;153;DB
GA;DNK;1900;2100;153;DC
GA;DNK;1900;2100;153;DB
GA;XXX;1900;2100;153;DC
GA;XXX;1900;2100;153;DB
GA;CZE;1900;2100;153;DC
GA;CZE;1900;2100;153;DB
GC;FRA;1900;2100;153;DC
GC;FRA;1900;2100;153;DB
GU;USA;1900;2100;153;DC
GU;USA;1900;2100;153;DB
GU;GBR;1900;2100;153;DC
GU;GBR;1900;2100;153;DB
GV;DEU;1900;2100;153;DC
GV;DEU;1900;2100;153;DB
HH;USA;1900;2100;153;DC
HH;USA;1900;2100;153;DB
HH;CAN;1900;2100;153;DC
HH;CAN;1900;2100;153;DB
HH;CHE;1900;2100;153;DC
HH;CHE;1900;2100;153;DB
HH;GBR;1900;2100;153;DC
HH;GBR;1900;2100;153;DB
HH;DEU;1900;2100;153;DC
HH;DEU;1900;2100;153;DB
HH;DNK;1900;2100;153;DC
HH;DNK;1900;2100;153;DB
HH;NZL;1900;2100;153;DC
HH;NZL;1900;2100;153;DB
HH;IRL;1900;2100;153;DC
HH;IRL;1900;2100;153;DB
HH;NLD;1900;2100;153;DC
HH;NLD;1900;2100;153;DB
HH;CZE;1900;2100;153;DC
HH;CZE;1900;2100;153;DB
HH;AUS;1900;2100;153;DC
HH;AUS;1900;2100;153;DB
HI;USA;1900;2100;153;DC
HI;USA;1900;2100;153;DB
HI;CAN;1900;2100;153;DC
HI;CAN;1900;2100;153;DB
HI;CHE;1900;2100;153;DC
HI;CHE;1900;2100;153;DB
HI;GBR;1900;2100;153;DC
HI;GBR;1900;2100;153;DB
HI;DEU;1900;2100;153;DC
HI;DEU;1900;2100;153;DB
HI;AUT;1900;2100;153;DC
HI;AUT;1900;2100;153;DB
HI;DNK;1900;2100;153;DC
HI;DNK;1900;2100;153;DB
HI;XXX;1900;2100;153;DC
HI;XXX;1900;2100;153;DB
HI;SWE;1900;2100;153;DC
HI;SWE;1900;2100;153;DB
HI;NLD;1900;2100;153;DC
HI;NLD;1900;2100;153;DB
HI;CZE;1900;2100;153;DC
HI;CZE;1900;2100;153;DB
HR;CHE;1900;2100;153;DC
HR;CHE;1900;2100;153;DB
HW;CHE;1900;2100;153;DC
HW;CHE;1900;2100;153;DB
HW;DEU;1900;2100;153;DC
HW;DEU;1900;2100;153;DB
HW;AUT;1900;2100;153;DC
HW;AUT;1900;2100;153;DB
KC;CHE;1900;2100;153;DC
KC;CHE;1900;2100;153;DB
LG;CHE;1900;2100;153;DC
LG;CHE;1900;2100;153;DB
LG;GBR;1900;2100;153;DC
LG;GBR;1900;2100;153;DB
LG;DEU;1900;2100;153;DC
LG;DEU;1900;2100;153;DB
LG;AUT;1900;2100;153;DC
LG;AUT;1900;2100;153;DB
MA;FRA;1900;2100;153;DC
MA;FRA;1900;2100;153;DB
MR;ITA;1900;2100;153;DC
MR;ITA;1900;2100;153;DB
MR;NLD;1900;2100;153;DC
MR;NLD;1900;2100;153;DB
MW;DEU;1900;2100;153;DC
MW;DEU;1900;2100;153;DB
NO;CHE;1900;2100;153;DC
NO;CHE;1900;2100;153;DB
NO;FRA;1900;2100;153;DC
NO;FRA;1900;2100;153;DB
NO;NZL;1900;2100;153;DC
NO;NZL;1900;2100;153;DB
NR;CHE;1900;2100;153;DC
NR;CHE;1900;2100;153;DB
NR;NOR;1900;2100;153;DC
NR;NOR;1900;2100;153;DB
PA;CHE;1900;2100;153;DC
PA;CHE;1900;2100;153;DB
PA;FRA;1900;2100;153;DC
PA;FRA;1900;2100;153;DB
PI;CHE;1900;2100;153;DC
PI;CHE;1900;2100;153;DB
PI;DEU;1900;2100;153;DC
PI;DEU;1900;2100;153;DB
PI;AUT;1900;2100;153;DC
PI;AUT;1900;2100;153;DB
PI;DNK;1900;2100;153;DC
PI;DNK;1900;2100;153;DB
PI;ESP;1900;2100;153;DC
PI;ESP;1900;2100;153;DB
PI;ITA;1900;2100;153;DC
PI;ITA;1900;2100;153;DB
PI;NLD;1900;2100;153;DC
PI;NLD;1900;2100;153;DB
PI;CZE;1900;2100;153;DC
PI;CZE;1900;2100;153;DB
PS;DEU;1900;2100;153;DC
PS;DEU;1900;2100;153;DB
PS;AUT;1900;2100;153;DC
PS;AUT;1900;2100;153;DB
PS;ITA;1900;2100;153;DC
PS;ITA;1900;2100;153;DB
PZ;CAN;1900;2100;153;DC
PZ;CAN;1900;2100;153;DB
PZ;CHE;1900;2100;153;DC
PZ;CHE;1900;2100;153;DB
PZ;FRA;1900;2100;153;DC
PZ;FRA;1900;2100;153;DB
PZ;DEU;1900;2100;153;DC
PZ;DEU;1900;2100;153;DB
PZ;AUT;1900;2100;153;DC
PZ;AUT;1900;2100;153;DB
PZ;DNK;1900;2100;153;DC
PZ;DNK;1900;2100;153;DB
PZ;ITA;1900;2100;153;DC
PZ;ITA;1900;2100;153;DB
PZ;LUX;1900;2100;153;DC
PZ;LUX;1900;2100;153;DB
PZ;AUS;1900;2100;153;DC
PZ;AUS;1900;2100;153;DB
RD;DNK;1900;2100;153;DC
RD;DNK;1900;2100;153;DB
RE;CHE;1900;2100;153;DC
RE;CHE;1900;2100;153;DB
RE;DEU;1900;2100;153;DC
RE;DEU;1900;2100;153;DB
RE;DNK;1900;2100;153;DC
RE;DNK;1900;2100;153;DB
RH;DEU;1900;2100;153;DC
RH;DEU;1900;2100;153;DB
SH;USA;1900;2100;153;DC
SH;USA;1900;2100;153;DB
SH;CHE;1900;2100;153;DC
SH;CHE;1900;2100;153;DB
SH;GBR;1900;2100;153;DC
SH;GBR;1900;2100;153;DB
SH;DEU;1900;2100;153;DC
SH;DEU;1900;2100;153;DB
SH;IRL;1900;2100;153;DC
SH;IRL;1900;2100;153;DB
SL;CHE;1900;2100;153;DC
SL;CHE;1900;2100;153;DB
SL;GBR;1900;2100;153;DC
SL;GBR;1900;2100;153;DB
SL;FRA;1900;2100;153;DC
SL;FRA;1900;2100;153;DB
SL;DEU;1900;2100;153;DC
SL;DEU;1900;2100;153;DB
SL;DNK;1900;2100;153;DC
SL;DNK;1900;2100;153;DB
SL;CZE;1900;2100;153;DC
SL;CZE;1900;2100;153;DB
SR;SWE;1900;2100;153;DC
SR;SWE;1900;2100;153;DB
SR;FIN;1900;2100;153;DC
SR;FIN;1900;2100;153;DB
TA;CHE;1900;2100;153;DC
TA;CHE;1900;2100;153;DB
TA;FRA;1900;2100;153;DC
TA;FRA;1900;2100;153;DB
TL;USA;1900;2100;153;DC
TL;USA;1900;2100;153;DB
TL;CHE;1900;2100;153;DC
TL;CHE;1900;2100;153;DB
TX;CHE;1900;2100;153;DC
TX;CHE;1900;2100;153;DB
TX;AUT;1900;2100;153;DC
TX;AUT;1900;2100;153;DB
VP;ITA;1900;2100;153;DC
VP;ITA;1900;2100;153;DB
VS;CHE;1900;2100;153;DC
VS;CHE;1900;2100;153;DB
VS;FRA;1900;2100;153;DC
VS;FRA;1900;2100;153;DB
WA;USA;1900;2100;153;DC
WA;USA;1900;2100;153;DB
WA;DEU;1900;2100;153;DC
WA;DEU;1900;2100;153;DB
WA;JPN;1900;2100;153;DC
WA;JPN;1900;2100;153;DB
WA;NZL;1900;2100;153;DC
WA;NZL;1900;2100;153;DB
WA;NLD;1900;2100;153;DC
WA;NLD;1900;2100;153;DB
WA;AUS;1900;2100;153;DC
WA;AUS;1900;2100;153;DB
WB;DEU;1900;2100;153;DC
WB;DEU;1900;2100;153;DB
WB;AUS;1900;2100;153;DC
WB;AUS;1900;2100;153;DB
ZE;CHE;1900;2100;153;DC
ZE;CHE;1900;2100;153;DB
ZE;DEU;1900;2100;153;DC
ZE;DEU;1900;2100;153;DB
ZE;AUS;1900;2100;153;DC
ZE;AUS;1900;2100;153;DB
ZE;BRA;1900;2100;153;DC
ZE;BRA;1900;2100;153;DB
95;CHE;1900;2100;154;SC
95;CHE;1900;2100;154;SB
95;FRA;1900;2100;154;SC
95;FRA;1900;2100;154;SB
AB;CHE;1900;2100;154;SC
AB;CHE;1900;2100;154;SB
AB;FRA;1900;2100;154;SC
AB;FRA;1900;2100;154;SB
AU;CHE;1900;2100;154;SC
AU;CHE;1900;2100;154;SB
AU;FRA;1900;2100;154;SC
AU;FRA;1900;2100;154;SB
AU;DEU;1900;2100;154;SC
AU;DEU;1900;2100;154;SB
AY;USA;1900;2100;154;SC
AY;USA;1900;2100;154;SB
AY;CAN;1900;2100;154;SC
AY;CAN;1900;2100;154;SB
AY;CHE;1900;2100;154;SC
AY;CHE;1900;2100;154;SB
AY;SWE;1900;2100;154;SC
AY;SWE;1900;2100;154;SB
AY;FIN;1900;2100;154;SC
AY;FIN;1900;2100;154;SB
BB;CHE;1900;2100;154;SC
BB;CHE;1900;2100;154;SB
BB;GBR;1900;2100;154;SC
BB;GBR;1900;2100;154;SB
BB;DEU;1900;2100;154;SC
BB;DEU;1900;2100;154;SB
BB;AUT;1900;2100;154;SC
BB;AUT;1900;2100;154;SB
BB;DNK;1900;2100;154;SC
BB;DNK;1900;2100;154;SB
BB;ITA;1900;2100;154;SC
BB;ITA;1900;2100;154;SB
BB;IRL;1900;2100;154;SC
BB;IRL;1900;2100;154;SB
BB;NLD;1900;2100;154;SC
BB;NLD;1900;2100;154;SB
BB;CZE;1900;2100;154;SC
BB;CZE;1900;2100;154;SB
BB;BEL;1900;2100;154;SC
BB;BEL;1900;2100;154;SB
BB;HUN;1900;2100;154;SC
BB;HUN;1900;2100;154;SB
BD;CAN;1900;2100;154;SC
BD;CAN;1900;2100;154;SB
BD;CHE;1900;2100;154;SC
BD;CHE;1900;2100;154;SB
BD;GBR;1900;2100;154;SC
BD;GBR;1900;2100;154;SB
BD;FRA;1900;2100;154;SC
BD;FRA;1900;2100;154;SB
BD;DEU;1900;2100;154;SC
BD;DEU;1900;2100;154;SB
BD;AUT;1900;2100;154;SC
BD;AUT;1900;2100;154;SB
BD;DNK;1900;2100;154;SC
BD;DNK;1900;2100;154;SB
BD;NLD;1900;2100;154;SC
BD;NLD;1900;2100;154;SB
BD;CZE;1900;2100;154;SC
BD;CZE;1900;2100;154;SB
BF;CHE;1900;2100;154;SC
BF;CHE;1900;2100;154;SB
BF;FRA;1900;2100;154;SC
BF;FRA;1900;2100;154;SB
BF;DEU;1900;2100;154;SC
BF;DEU;1900;2100;154;SB
BF;ITA;1900;2100;154;SC
BF;ITA;1900;2100;154;SB
BS;USA;1900;2100;154;SC
BS;USA;1900;2100;154;SB
BS;CAN;1900;2100;154;SC
BS;CAN;1900;2100;154;SB
BS;CHE;1900;2100;154;SC
BS;CHE;1900;2100;154;SB
BS;FRA;1900;2100;154;SC
BS;FRA;1900;2100;154;SB
BS;DEU;1900;2100;154;SC
BS;DEU;1900;2100;154;SB
BS;AUT;1900;2100;154;SC
BS;AUT;1900;2100;154;SB
BS;ITA;1900;2100;154;SC
BS;ITA;1900;2100;154;SB
BZ;FRA;1900;2100;154;SC
BZ;FRA;1900;2100;154;SB
CH;USA;1900;2100;154;SC
CH;USA;1900;2100;154;SB
CH;CAN;1900;2100;154;SC
CH;CAN;1900;2100;154;SB
CH;CHE;1900;2100;154;SC
CH;CHE;1900;2100;154;SB
CH;GBR;1900;2100;154;SC
CH;GBR;1900;2100;154;SB
CH;FRA;1900;2100;154;SC
CH;FRA;1900;2100;154;SB
CH;DEU;1900;2100;154;SC
CH;DEU;1900;2100;154;SB
CH;AUT;1900;2100;154;SC
CH;AUT;1900;2100;154;SB
CH;DNK;1900;2100;154;SC
CH;DNK;1900;2100;154;SB
CH;ITA;1900;2100;154;SC
CH;ITA;1900;2100;154;SB
CH;SWE;1900;2100;154;SC
CH;SWE;1900;2100;154;SB
CH;CZE;1900;2100;154;SC
CH;CZE;1900;2100;154;SB
CH;LUX;1900;2100;154;SC
CH;LUX;1900;2100;154;SB
DA;AUT;1900;2100;154;SC
DA;AUT;1900;2100;154;SB
DA;DNK;1900;2100;154;SC
DA;DNK;1900;2100;154;SB
DR;CHE;1900;2100;154;SC
DR;CHE;1900;2100;154;SB
DR;GBR;1900;2100;154;SC
DR;GBR;1900;2100;154;SB
DR;DEU;1900;2100;154;SC
DR;DEU;1900;2100;154;SB
DR;DNK;1900;2100;154;SC
DR;DNK;1900;2100;154;SB
DR;IRL;1900;2100;154;SC
DR;IRL;1900;2100;154;SB
DR;NLD;1900;2100;154;SC
DR;NLD;1900;2100;154;SB
EV;CHE;1900;2100;154;SC
EV;CHE;1900;2100;154;SB
EV;DEU;1900;2100;154;SC
EV;DEU;1900;2100;154;SB
GA;CAN;1900;2100;154;SC
GA;CAN;1900;2100;154;SB
GA;CHE;1900;2100;154;SC
GA;CHE;1900;2100;154;SB
GA;GBR;1900;2100;154;SC
GA;GBR;1900;2100;154;SB
GA;FRA;1900;2100;154;SC
GA;FRA;1900;2100;154;SB
GA;DEU;1900;2100;154;SC
GA;DEU;1900;2100;154;SB
GA;DNK;1900;2100;154;SC
GA;DNK;1900;2100;154;SB
GA;XXX;1900;2100;154;SC
GA;XXX;1900;2100;154;SB
GA;CZE;1900;2100;154;SC
GA;CZE;1900;2100;154;SB
GC;FRA;1900;2100;154;SC
GC;FRA;1900;2100;154;SB
GU;USA;1900;2100;154;SC
GU;USA;1900;2100;154;SB
GU;GBR;1900;2100;154;SC
GU;GBR;1900;2100;154;SB
GV;DEU;1900;2100;154;SC
GV;DEU;1900;2100;154;SB
HH;USA;1900;2100;154;SC
HH;USA;1900;2100;154;SB
HH;CAN;1900;2100;154;SC
HH;CAN;1900;2100;154;SB
HH;CHE;1900;2100;154;SC
HH;CHE;1900;2100;154;SB
HH;GBR;1900;2100;154;SC
HH;GBR;1900;2100;154;SB
HH;DEU;1900;2100;154;SC
HH;DEU;1900;2100;154;SB
HH;DNK;1900;2100;154;SC
HH;DNK;1900;2100;154;SB
HH;NZL;1900;2100;154;SC
HH;NZL;1900;2100;154;SB
HH;IRL;1900;2100;154;SC
HH;IRL;1900;2100;154;SB
HH;NLD;1900;2100;154;SC
HH;NLD;1900;2100;154;SB
HH;CZE;1900;2100;154;SC
HH;CZE;1900;2100;154;SB
HH;AUS;1900;2100;154;SC
HH;AUS;1900;2100;154;SB
HI;USA;1900;2100;154;SC
HI;USA;1900;2100;154;SB
HI;CAN;1900;2100;154;SC
HI;CAN;1900;2100;154;SB
HI;CHE;1900;2100;154;SC
HI;CHE;1900;2100;154;SB
HI;GBR;1900;2100;154;SC
HI;GBR;1900;2100;154;SB
HI;DEU;1900;2100;154;SC
HI;DEU;1900;2100;154;SB
HI;AUT;1900;2100;154;SC
HI;AUT;1900;2100;154;SB
HI;DNK;1900;2100;154;SC
HI;DNK;1900;2100;154;SB
HI;XXX;1900;2100;154;SC
HI;XXX;1900;2100;154;SB
HI;SWE;1900;2100;154;SC
HI;SWE;1900;2100;154;SB
HI;NLD;1900;2100;154;SC
HI;NLD;1900;2100;154;SB
HI;CZE;1900;2100;154;SC
HI;CZE;1900;2100;154;SB
HR;CHE;1900;2100;154;SC
HR;CHE;1900;2100;154;SB
HW;CHE;1900;2100;154;SC
HW;CHE;1900;2100;154;SB
HW;DEU;1900;2100;154;SC
HW;DEU;1900;2100;154;SB
HW;AUT;1900;2100;154;SC
HW;AUT;1900;2100;154;SB
KC;CHE;1900;2100;154;SC
KC;CHE;1900;2100;154;SB
LG;CHE;1900;2100;154;SC
LG;CHE;1900;2100;154;SB
LG;GBR;1900;2100;154;SC
LG;GBR;1900;2100;154;SB
LG;DEU;1900;2100;154;SC
LG;DEU;1900;2100;154;SB
LG;AUT;1900;2100;154;SC
LG;AUT;1900;2100;154;SB
MA;FRA;1900;2100;154;SC
MA;FRA;1900;2100;154;SB
MR;ITA;1900;2100;154;SC
MR;ITA;1900;2100;154;SB
MR;NLD;1900;2100;154;SC
MR;NLD;1900;2100;154;SB
MW;DEU;1900;2100;154;SC
MW;DEU;1900;2100;154;SB
NO;CHE;1900;2100;154;SC
NO;CHE;1900;2100;154;SB
NO;FRA;1900;2100;154;SC
NO;FRA;1900;2100;154;SB
NO;NZL;1900;2100;154;SC
NO;NZL;1900;2100;154;SB
NR;CHE;1900;2100;154;SC
NR;CHE;1900;2100;154;SB
NR;NOR;1900;2100;154;SC
NR;NOR;1900;2100;154;SB
PA;CHE;1900;2100;154;SC
PA;CHE;1900;2100;154;SB
PA;FRA;1900;2100;154;SC
PA;FRA;1900;2100;154;SB
PI;CHE;1900;2100;154;SC
PI;CHE;1900;2100;154;SB
PI;DEU;1900;2100;154;SC
PI;DEU;1900;2100;154;SB
PI;AUT;1900;2100;154;SC
PI;AUT;1900;2100;154;SB
PI;DNK;1900;2100;154;SC
PI;DNK;1900;2100;154;SB
PI;ESP;1900;2100;154;SC
PI;ESP;1900;2100;154;SB
PI;ITA;1900;2100;154;SC
PI;ITA;1900;2100;154;SB
PI;NLD;1900;2100;154;SC
PI;NLD;1900;2100;154;SB
PI;CZE;1900;2100;154;SC
PI;CZE;1900;2100;154;SB
PS;DEU;1900;2100;154;SC
PS;DEU;1900;2100;154;SB
PS;AUT;1900;2100;154;SC
PS;AUT;1900;2100;154;SB
PS;ITA;1900;2100;154;SC
PS;ITA;1900;2100;154;SB
PZ;CAN;1900;2100;154;SC
PZ;CAN;1900;2100;154;SB
PZ;CHE;1900;2100;154;SC
PZ;CHE;1900;2100;154;SB
PZ;FRA;1900;2100;154;SC
PZ;FRA;1900;2100;154;SB
PZ;DEU;1900;2100;154;SC
PZ;DEU;1900;2100;154;SB
PZ;AUT;1900;2100;154;SC
PZ;AUT;1900;2100;154;SB
PZ;DNK;1900;2100;154;SC
PZ;DNK;1900;2100;154;SB
PZ;ITA;1900;2100;154;SC
PZ;ITA;1900;2100;154;SB
PZ;LUX;1900;2100;154;SC
PZ;LUX;1900;2100;154;SB
PZ;AUS;1900;2100;154;SC
PZ;AUS;1900;2100;154;SB
RD;DNK;1900;2100;154;SC
RD;DNK;1900;2100;154;SB
RE;CHE;1900;2100;154;SC
RE;CHE;1900;2100;154;SB
RE;DEU;1900;2100;154;SC
RE;DEU;1900;2100;154;SB
RE;DNK;1900;2100;154;SC
RE;DNK;1900;2100;154;SB
RH;DEU;1900;2100;154;SC
RH;DEU;1900;2100;154;SB
SH;USA;1900;2100;154;SC
SH;USA;1900;2100;154;SB
SH;CHE;1900;2100;154;SC
SH;CHE;1900;2100;154;SB
SH;GBR;1900;2100;154;SC
SH;GBR;1900;2100;154;SB
SH;DEU;1900;2100;154;SC
SH;DEU;1900;2100;154;SB
SH;IRL;1900;2100;154;SC
SH;IRL;1900;2100;154;SB
SL;CHE;1900;2100;154;SC
SL;CHE;1900;2100;154;SB
SL;GBR;1900;2100;154;SC
SL;GBR;1900;2100;154;SB
SL;FRA;1900;2100;154;SC
SL;FRA;1900;2100;154;SB
SL;DEU;1900;2100;154;SC
SL;DEU;1900;2100;154;SB
SL;DNK;1900;2100;154;SC
SL;DNK;1900;2100;154;SB
SL;CZE;1900;2100;154;SC
SL;CZE;1900;2100;154;SB
SR;SWE;1900;2100;154;SC
SR;SWE;1900;2100;154;SB
SR;FIN;1900;2100;154;SC
SR;FIN;1900;2100;154;SB
TA;CHE;1900;2100;154;SC
TA;CHE;1900;2100;154;SB
TA;FRA;1900;2100;154;SC
TA;FRA;1900;2100;154;SB
TL;USA;1900;2100;154;SC
TL;USA;1900;2100;154;SB
TL;CHE;1900;2100;154;SC
TL;CHE;1900;2100;154;SB
TX;CHE;1900;2100;154;SC
TX;CHE;1900;2100;154;SB
TX;AUT;1900;2100;154;SC
TX;AUT;1900;2100;154;SB
VP;ITA;1900;2100;154;SC
VP;ITA;1900;2100;154;SB
VS;CHE;1900;2100;154;SC
VS;CHE;1900;2100;154;SB
VS;FRA;1900;2100;154;SC
VS;FRA;1900;2100;154;SB
WA;USA;1900;2100;154;SC
WA;USA;1900;2100;154;SB
WA;DEU;1900;2100;154;SC
WA;DEU;1900;2100;154;SB
WA;JPN;1900;2100;154;SC
WA;JPN;1900;2100;154;SB
WA;NZL;1900;2100;154;SC
WA;NZL;1900;2100;154;SB
WA;NLD;1900;2100;154;SC
WA;NLD;1900;2100;154;SB
WA;AUS;1900;2100;154;SC
WA;AUS;1900;2100;154;SB
WB;DEU;1900;2100;154;SC
WB;DEU;1900;2100;154;SB
WB;AUS;1900;2100;154;SC
WB;AUS;1900;2100;154;SB
ZE;CHE;1900;2100;154;SC
ZE;CHE;1900;2100;154;SB
ZE;DEU;1900;2100;154;SC
ZE;DEU;1900;2100;154;SB
ZE;AUS;1900;2100;154;SC
ZE;AUS;1900;2100;154;SB
ZE;BRA;1900;2100;154;SC
ZE;BRA;1900;2100;154;SB
